RI,IFR,ICC,IANC
0,1.38,429.35,18.62
0,1.44,585.16,20.88
0,1.48,594.17,21.18
0,1.42,637.65,22.02
0,1.35,456.09,21.73
0,1.32,432.01,23.92
0,1.3,427.17,24.46
0,1.35,698.68,25.52
0,1.39,714.92,25.72
0,1.38,716.06,26.12
0,0.71,446.44,22.02
0,1.29,452.5,26.39
0,1.28,449.4,26.28
0,1.37,637.71,21.95
0,1.4,700.22,21.38
0,1.33,684.29,21.35
0,1.21,869.65,64.68
0,1.27,650.06,59.29
0,1.27,321.47,22.75
0,1.26,233.64,21.84
0,1.27,277.98,20.27
0,1.36,333.53,20.21
0,1.34,304.55,20.33
0,1.27,295.92,20.31
0,1.27,274.67,22.18
0,1.27,391.31,22.65
0,1.28,436.7,24.41
0,1.33,586.98,24.8
0,1.28,554.86,24.7
0,1.28,441.94,24.34
0,1.27,468.72,26.53
0,1.27,468.72,26.53
0,1.27,468.72,26.53
0,1.28,439.97,25.82
0,0.32,422.46,23.28
0,0.92,566.55,29.75
0,0.92,567.53,29.78
0,0.96,529.45,27.96
0,1.28,434.07,27.33
0,1.28,422.25,24.03
0,1.28,420.3,23.25
0,1.27,431.48,22.84
0,1.28,433.64,22.75
0,1.27,369.11,22.49
0,1.59,251.96,22.31
0,1.74,276.32,21.9
0,1.74,276.06,21.8
0,1.41,268.49,20.4
0,1.29,259.06,19.94
0,1.28,225.12,20.15
0,1.27,224.12,20.2
0,1.27,234.01,23.3
0,1.28,240.81,24.04
0,1.3,235.85,24.67
0,1.31,234.99,24.82
0,1.3,257.76,24.36
0,1.38,294.29,23.45
0,1.41,314.32,23.47
0,1.33,286.61,25.05
0,1.28,234.84,26.29
0,1.28,231.59,26.35
0,1.28,222.73,24.2
0,1.28,221.62,23.69
0,1.28,214.21,22.91
0,1.28,213.22,22.73
0,1.28,211.72,21.81
0,1.28,211.78,21.58
0,1.27,228.19,21.04
0,1.27,230.32,20.91
0,1.27,231.07,21.28
0,1.28,231.24,21.37
0,1.28,204.6,19.54
0,1.28,201.05,19.1
0,1.29,224.92,19.18
0,1.3,227.25,19.2
0,1.28,239.38,21.21
0,1.28,240.17,21.71
0,1.29,232.35,21.68
0,1.27,232.06,21.67
0,1.35,320.25,21.83
0,1.36,305.31,22.34
0,1.33,298.67,23.61
0,1.33,299.32,23.83
0,1.32,251.64,23.71
0,1.32,246.64,23.69
0,1.32,240.12,22.92
0,1.32,239.51,22.73
0,1.32,257.9,22.42
0,1.32,259.72,22.35
0,1.32,247.86,21.31
0,1.32,246.38,21.06
0,1.32,276.49,20.37
0,1.32,279.78,20.2
0,1.32,275.62,17.62
0,1.32,275.43,17.02
0,1.33,217.21,15.94
0,1.34,210.9,15.68
0,1.35,227.96,16.61
0,1.36,229.6,16.83
0,1.36,257.1,19.28
0.2,1.36,260.03,19.88
0.7,1.35,240.43,22.17
0.1,1.34,238.08,22.72
0,1.33,262.05,16.79
0.1,1.33,264.32,15.47
0.6,1.33,276,15.46
0.7,1.33,277.25,15.45
0.7,1.13,237.36,19.11
0.7,0.86,193.01,25.04
0.8,0.86,177.57,24.31
0.8,0.86,175.95,24.13
0.1,0.93,185.16,21.93
0.1,1.81,274.17,11.72
0,1.74,276.7,11.08
0,1.18,235.07,15.26
0,0.86,184.65,19.89
0,0.98,205.55,17.63
0,1.27,246.91,13.62
0,1.27,247.26,13.58
0,1.27,189.08,10.7
0,1.28,182.85,9.99
0,1.32,211.53,10.53
0,1.35,215.07,10.64
0,1.34,223.59,12.53
0,1.32,224.79,12.96
0,1.3,212.52,13.43
0,0.89,142.6,18.96
0,0.87,205.31,22.23
0,0.87,213.95,22.81
0,1.26,250.43,17.41
0,1.27,250.17,17.6
0,1.27,224.38,17.58
0,1.26,221.52,17.59
0,1.26,215.21,17.38
0,1.27,214.49,17.34
0,1.26,214.37,16.87
0,1.26,214.45,16.73
0,1.26,213.59,15.54
0,1.26,213.01,15.85
0,1.27,316.64,21.3
0,1.26,329.03,21.3
0,1.25,387.01,20.33
0,1.26,427.75,20.1
0,1.26,422.91,20.32
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,1.26,273.71,18.19
0,0.95,536.44,24.84
0,0.93,543.21,22.29
0,1.25,659.69,21.5
0,1.43,634.99,20.25
0,1.27,309.64,20.66
0,1.28,296.62,18.96
0,1.28,302.83,18.56
0,1.29,304.65,18.41
0,1.29,308.79,18.36
0,1.31,292.02,19
0,1.34,426.17,19.15
0,1.34,459.56,21.55
0,1.32,461.41,22.11
0,1.3,437.52,22.18
0,1.28,524.96,22.63
0,1.38,715.66,24.38
0,1.35,563.18,24.22
0,1.27,445.3,21.17
0,1.27,445.3,21.17
0,1.27,445.3,21.17
0,1.27,445.3,21.17
0,1.27,445.3,21.17
0,1.27,445.3,21.17
0,1.27,445.3,21.17
0,1.28,496.44,25.96
0,1.28,500.17,26.44
0,1.27,454.21,26.42
0,1.28,450.5,26.42
0,1.27,448.74,26.27
0,1.28,448.98,26.23
0,1.28,442.15,24.75
0,1.32,460.61,24.34
0,1.32,457.23,23.17
0,1.32,456.4,22.88
0,1.31,535.39,20.51
0,1.3,435.96,20.57
0,1.3,404.88,20.82
0,1.3,525.58,20.81
0,1.31,473.92,20.72
0,1.32,466.98,20.7
0,1.32,490.57,20.08
0,1.35,492.14,19.94
0,1.38,496.86,21.99
0,1.38,496.2,22.49
0,1.39,455.05,22.47
0,1.38,450.52,22.46
0,1.38,458.5,21.45
0,1.38,515.98,21.2
0,1.39,500.04,23.56
0,1.38,498.74,24.12
0,1.37,480.37,25.21
0,1.35,477.37,25.49
0,1.34,464.06,25.8
0,1.33,463.61,25.87
0,1.33,450.7,25.07
0,1.72,575.81,24.75
0,1.44,496.06,24.11
0,1.2,397.61,23.85
0,0.85,196.01,21.63
0,1.29,346.38,21.6
0,1.3,366.65,21.74
0,1.32,504.86,21.78
0,1.35,455.74,20.41
0,1.39,442.98,20.09
0,1.68,422.18,21.85
0,1.66,319.82,22.29
0,1.64,323.05,24
0,1.48,270.13,24.41
0,1.31,262.66,25.61
0,1.32,469.64,25.88
0,1.33,486.68,26.29
0,1.33,486.73,26.38
0,1.33,510.88,27.12
0,1.32,512.54,27.3
0,1.32,483.58,27.28
0,1.32,482.27,27.27
0,0.97,276.95,27.9
0,1.06,335.43,27.74
0,1.33,468.18,25.66
0,1.33,467.58,25.28
0,1.32,470.37,23.95
0,1.33,471.56,23.63
0,1.32,507.72,21.8
0,1.32,513.4,21.37
0,1.32,465.04,20.77
0,1.34,459.7,20.61
0,1.38,458.89,19.14
0,1.4,389.23,18.77
0,1.4,391.29,19.84
0,0.92,172.34,17.86
0,0.89,200.45,20.48
0,0.91,205.73,21.24
0,1.33,266.32,26.01
0,1.34,479.11,26.88
0,1.34,503.1,27.45
0,1.33,505.31,27.58
0,1.33,509.8,28.99
0,1.32,511.15,29.31
0,1.29,474.72,29.15
0,1.27,468.37,29.12
0,1.26,458.52,28.93
0,1.26,458.53,28.87
0,1.26,459.6,28.08
0,1.26,459.22,27.89
0,1.26,457.63,26.79
0,1.26,457.54,26.53
0,1.24,537,24.38
0,1.25,403.96,23.85
0,1.25,383.16,23.14
0,1.26,322.23,22.98
0,1.26,310.87,20.67
0,1.26,321.9,20.1
0,1.26,470.01,20.4
0,1.26,472.12,20.46
0,1.26,501.58,23.9
0,1.27,503.38,24.7
0,1.27,498.47,26.78
0,1.27,499.89,27.25
0,1.26,494.21,29.68
0,1.26,492.98,30.25
0,1.27,508.06,29.88
0,1.26,508.75,29.79
0,1.26,519.5,29.14
0,1.26,520.33,29.01
0,1.25,477.83,28.45
0,1.26,474.6,28.32
0,1.25,475.45,27.53
0,1.25,474.4,27.35
0,1.25,546.88,26.67
0,1.26,553.38,26.51
0,1.25,548.29,24.04
0,1.25,551.4,23.44
0,1.27,602.2,21.68
0,1.31,609.3,21.26
0,1.32,534.43,22.07
0,1.31,527.45,22.25
0,1.31,528.44,23.27
0,1.3,527.44,23.52
0,1.3,568.63,23.97
0,1.3,572.06,24.08
0,1.3,493.06,25.02
0,1.05,544.59,25.04
0,0.95,597.17,26.13
0,0.96,598.42,26.43
0,0.96,598.14,26.34
0,1.28,511.76,27.25
0,1.27,495.33,26.77
0,1.26,492.96,26.67
0,1.26,491.02,26.46
0,1.26,490.61,26.42
0,1.26,480.16,26.24
0,1.26,479.35,26.2
0,1.25,498.39,24.73
0,1.16,593.94,23.74
0,1.18,652.01,22.51
0,1.24,559.92,22.46
0,1.08,535.08,21.97
0,1.14,512.54,21.85
0,1.26,478.04,22.15
0,1.27,477.11,22.22
0,1.26,473.17,22.23
0.2,1.31,601.73,22.33
0,1.4,724.55,23.34
0,1.4,725.46,23.56
0,1.38,617.67,24.94
0,1.5,587.5,25.35
0,1.5,594.91,26.17
0,1.5,595.99,26.37
0,1.29,639.41,26.18
0,1.17,677.86,25.95
0,1.17,681.63,24.63
0,1.25,654.01,24.62
0,1.5,571.03,24.95
0,1.49,569.95,24.88
0,1.49,568.49,24.63
0,1.36,702.8,23.33
0,1.39,720.99,14.06
0,1.5,588.86,15.34
0,1.5,599.32,14.08
0,1.49,603.75,13.65
0,1.49,451.46,15.29
0,1.39,246.49,22.32
0,1.4,231.74,21.53
0,1.44,217.25,20.56
0,1.36,232.14,20.52
0,1.18,233.42,20.54
0,0.94,243.35,21.15
0,0.97,581.92,21.26
0,1.29,492.01,22.98
0,1.35,492.05,23.41
0,1.35,472.8,24.89
0,1.28,541.82,24.92
0,1.2,702.81,26.55
0,1.25,611.83,27.38
0,1.22,514.67,29.02
0,0.73,517.54,29.35
0,0.9,576.41,29
0,0.96,597.35,28.88
0,0.96,589.66,28.25
0,1.12,532.46,28.45
0,1.33,500.47,26.85
0,1.19,543.34,26.17
0,1.16,466.07,24.29
0,1.35,356.06,24.65
0,1.31,289.48,23.63
0,1.13,307.22,23.4
0,0.94,336.13,22.89
0,0.95,505.84,22.75
0,0.95,552.47,21.73
0,1.15,484.01,21.33
0,1.34,450.46,23.54
0,1.34,452.08,24.09
0,1.06,487.99,25.71
0,0.95,466.79,26.31
0,0.95,486.62,25.96
0,0.96,519.4,25.89
0,1.3,417.92,27.71
0,1.31,401.64,28.23
0,0.94,527.34,30.37
0,0.94,584.03,30.79
0,0.94,555.7,28.84
0,0.94,525.18,28.4
0,1.16,457.67,28.19
0,1.31,428.75,28.18
0,1.31,452.96,25.92
0,1.31,483.6,25.4
0,1.07,565.87,23.28
0,0.93,404.08,22.85
0,1.14,356.76,22.26
0,1.4,439.9,22.47
0,1.37,361.69,24.27
0,1.31,293.86,25.75
0,1.31,402.35,25.28
0,1.32,472.96,25.17
0,1.33,457.59,21.79
0,1.4,604.95,21.92
0,1.44,727.84,23.69
4.5,1.37,496.74,23.22
0.2,1.15,563.69,25.74
0.1,1,619.98,26.04
0.1,1,651.4,25.98
0,1,653.02,25.96
0,1.17,587.04,26.95
0,1.41,530.8,27.44
0,1.39,518.27,27.43
0,1.37,517.74,27.42
0,1.34,522.39,26.17
0,1.03,595.35,25.74
0,0.97,584.27,22.81
0,1.3,447.6,22.22
0,1.3,310.38,21.94
0,1.27,304.35,21.9
0,1.41,593.8,21.76
0,1.36,566.59,20.67
0.6,1.31,468.03,20.92
0,1.32,461.78,21.03
0,1.31,529.17,21.72
0,1.42,729.43,22.48
0,1.29,540.17,23.05
0,1.32,495.75,23.14
0,1.09,418.68,24.67
0,1.31,519.06,25.2
0,1.31,511.69,25.99
0,1.01,587.68,25.79
0,0.94,617.52,25.85
0,1.28,523.57,26.45
0,1.32,476.75,26.65
0,1.32,472.72,26.72
0,1.32,469.91,24.28
0,1.32,469.78,23.69
0,1.32,470.74,25.42
0,1.32,471.14,25.8
0,1.32,507.74,24.42
0,1.03,588.29,23.65
0,1.33,483.4,23.8
0,1.31,481.31,23.73
0,1.33,467.67,20.88
0,1.34,468.14,20.16
0,1.64,557.15,19.42
0,1.74,283.1,19.36
0,1.24,299.92,21.3
0,0.93,250.04,21.51
0,1.35,266.36,23.32
0,1.57,341.44,23.87
0,1.57,609.27,26.65
0,0.98,643.38,27.31
0,0.98,661.2,27.86
0,1.35,572.03,28.51
0,1.37,545.02,27.34
0,1.36,542.25,27.04
0,1.35,510.96,28.11
0,1.35,511.02,28.34
0,1.35,502.52,27.22
0,1.35,501.24,26.89
0,1.35,503.26,24.37
0,1.25,519.76,23.79
0,1.31,508.31,22.29
0,1.34,502.72,21.93
0,1.33,551.74,21.16
0,1.32,558.5,20.98
0,1.33,544.26,20.97
0,1.33,542.98,20.95
0,1.34,470.6,19.31
0,1.35,461.95,18.86
0,1.38,486.72,16.11
0,1.39,457.1,15.39
0,1.39,372.21,20.39
0,1.45,527.63,22.41
0,1.46,702.76,24.3
0,1.41,443.09,23.85
0,1.36,397.08,22.11
0,1.36,424.49,21.68
0,1.36,519.7,23.88
0,1.35,516.85,24.44
0,1.34,466.98,25.44
0,1.32,464.44,25.65
0,1.3,487.83,24.98
0,1.29,488.65,24.84
0,1.29,476.03,24.55
0,1.29,474.14,24.5
0,1.29,480.9,23.59
0,1.23,583.02,23.52
0,1.19,703.74,22.82
0,0.95,589,22.19
0,1.29,455.25,21.31
0,1.3,463.88,21.2
0,1.31,439.11,20.41
0,1.31,436.34,20.18
0,1.31,445.59,19.97
0,1.31,440.8,19.87
0,1.31,477.74,21.88
0,1.32,479.4,22.38
0,1.32,443.32,24.68
0,1.23,455.62,25.39
0,0.93,566.69,27.33
0,0.99,554.03,27.48
0,1.35,462.22,24.71
0,1.33,471.37,24.22
0,1.32,502.73,25.92
0,1.3,500.72,26.36
0,1.3,476.12,25.53
0,1.29,473.54,25.3
0,1.3,465.83,25.4
0,1.23,479.56,25.51
0,0.91,577.61,24.54
0,0.92,567.32,24.24
0,0.91,492.42,23.53
0,1.25,411.33,23.25
0,1.29,451.37,21.72
0,1.29,457.5,21.31
0,1.3,444.67,19.98
0,1.31,441.16,19.62
0,1.31,468.87,18.54
0,1.29,474.94,18.28
0,0.96,591.25,21.28
0,0.96,579.54,21.82
0,1.25,441.33,22.99
0,1.35,428.77,23.41
0,1.34,512.75,24.28
0,1.34,518.95,24.49
0,1.34,516.83,27.4
0,1.34,517.71,28.12
0,1.34,463.71,26.89
0,1.34,457.27,26.61
0,1.33,457.3,25.32
0,1.34,459.06,25
0,1.34,445.75,23.28
0,1.12,488.7,23.01
0,0.95,546.91,23.17
0,1.07,507.65,22.96
0,1.32,481.22,21.09
0,1.39,642.38,21.25
0,1.38,625.15,22.15
0,1.32,420.15,21.16
0,1.32,429.63,20.63
0,1.33,405.79,20.49
0,1.33,306.09,19.98
0,1.33,332.29,19.87
0,1.33,475.33,20.65
0,1.34,479.32,20.84
0,1.36,457.68,25.3
0,1.38,437.72,26.47
0,1.05,432.09,26.1
0,1.06,493.43,25.93
0,1.4,482.77,25.54
0,1.39,460.29,25.56
0,1.38,359.11,27.05
0,1.37,376.99,27.46
0,1.35,436.9,26.78
0,1.33,435.65,26.6
0,1.32,422.82,24.76
0,1.32,414.48,24.31
0,1.32,396.42,22.84
0,1.33,405.74,36.41
0,1.37,837.35,87.17
0,1.38,969.34,55.44
0,1.38,959.58,34.23
0,1.39,957.01,58.3
0,1.39,851.69,67.28
0,1.38,618.27,62.1
0,1.37,614.24,42.05
0,1.37,247.29,35.79
0,1.37,248.33,27.17
0,1.37,283.45,25.76
0,1.43,287.49,25.57
0,0.97,475.23,24.33
0,0.96,554.29,23.35
0,1.07,469.01,22.98
0,1.34,491.58,23.21
0,1.33,1000,23.35
0,1.32,1000,24.05
0,1.31,1000,24.21
0,1.04,1000,23.85
0,0.95,1000,23.82
0,0.95,1000,23.02
0,1.05,1000,22.74
0,1.32,1000,22.42
0,1.32,898.94,22.43
0,1.32,665.68,20.37
0,1.31,470.69,19.83
0,1.33,604.27,19.17
0.2,1.42,709.66,19.65
0.1,1.33,472.21,18.04
0,1.35,446.93,17.95
0,1.34,448.56,19.43
0,1.34,454.44,19.82
0,1.34,457.43,19.99
0,1.34,467.68,20.12
0,1.29,539.9,22.96
0,1.46,775.44,23.54
0,1.03,657.32,22.38
0,1.01,572.03,22.15
0,1.39,475.11,21.84
0,0.44,1000,20.93
0,0.43,1000,20.25
0,0.43,1000,20.1
0,0.43,1000,18.16
0,0.43,1000,17.74
5.9,0.44,1000,18.5
1.6,0.45,1000,18.66
0,0.45,1000,18.42
0,0.45,1000,18.37
0,0.75,1000,19.32
0,0.96,1000,19.52
0,0.67,1000,20.41
0,0.45,1000,20.61
0,0.45,1000,20.77
0,0.45,1000,20.81
0,0.44,1000,21.28
1.8,0.44,1000,21.38
0.2,0.44,1000,20.21
0,0.45,1000,19.96
0,0.45,1000,21.14
0,0.45,1000,21.39
0,0.45,1000,22.18
0,0.45,1000,22.35
0,0.44,1000,21.2
0,0.43,1000,20.95
0,0.43,1000,20.41
0,0.43,1000,20.29
0,0.43,1000,20.56
0,0.42,1000,20.62
0.4,0.42,1000,19.58
0,0.42,1000,19.35
0,0.74,1000,18.48
0,0.87,772.96,18.29
0,0.42,558.19,17.1
0,0.53,987.73,16.85
1.7,0.45,1000,17.32
2.8,0.68,778.01,17.42
0.1,1.39,511.88,16.27
0,0.98,278.77,13.44
0,0.98,237.42,7.96
0,1.36,126.11,6.21
0,1.39,201.1,11.12
0.8,1.78,271,10.7
0,1.56,520.2,13.81
0,1.34,458.99,14.39
0.2,0.97,556.38,15.83
0,0.98,553.29,16.16
0,1.35,460.31,17.53
0,1.32,461.54,17.88
0,1.31,494.96,19.11
0,0.95,582.66,18.91
0,0.93,602.77,17.24
0,0.93,599.87,16.92
0,1.35,544.16,18.5
0,1.28,453.08,19.15
0,1.27,460.47,18.01
0,1.27,529.17,17.57
0,1.39,722.66,16.18
0,0.93,586.55,16.64
0,1.08,536.6,16.28
0,1.34,485.94,16.36
0,1.36,522.52,15.27
0,1.37,525.51,14.98
0,1.38,777.06,16.09
0,1.32,800.71,16.42
0,0.96,636.22,17.49
0,1.11,594.38,18.13
0,1.35,591.13,19.45
0,1.33,590.71,19.69
0,0.93,658.22,20.89
0,0.93,657.65,21.27
0,1.35,578.54,22.05
0,1.37,584.95,22.24
0,1.28,704.66,22.91
0,0.98,756.84,22.99
0,0.98,729.3,23.04
0,1.05,709.22,23.04
0,1.34,600.07,21.56
0,1.34,600.72,21.23
0,1.34,669.05,21.18
0,1.33,668.6,21.17
0,1.36,693.87,20.3
0,1.41,806.09,19.93
0,1.42,819.27,18
0,1.39,736.81,17.75
0,1.38,752.15,16.07
0,1.38,751.38,15.61
0,1.39,686.68,16.78
0,1.38,686.68,17.07
0,1.36,688.02,19.37
0,1.37,820.57,19.72
0,1.44,830.98,19.6
0,1.37,694.15,20.73
0,1.34,683.84,22.03
0,1.36,685.81,22.32
0,1.01,808.8,21.69
0,0.97,817.31,21.56
0,1.3,862.5,23.15
0,1.34,857.02,23.42
0,1.34,709.79,24.3
0,1.31,706.12,24.49
0,1.29,656.21,23.48
0,1.14,886.11,23.55
0,1.42,845.37,21.75
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.23,785.71,22.94
0,1.54,780.48,19.45
0,1.32,485.36,21.02
0,1.32,485.65,21.19
0,1.32,586.49,21.11
0,1.43,645.94,22.01
0,1.21,502.89,19.08
0,1.38,500.67,18.22
0,1.38,630.35,16.74
0,1.37,627.04,16.35
0,1.37,687.33,12.41
0,1.42,692.86,11.39
0,1.33,560.76,15.88
0,1.33,559.24,16.25
0,1.33,513.75,16.7
0,1.34,663.66,12.77
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.36,594.25,17.32
0,1.41,712.47,10.8
0.1,1.38,518.41,15.66
0,1.33,439.01,17.02
0,1.32,440.12,17
0.1,1.32,437.67,16.96
0.1,0.96,553.57,14.16
0.7,1.2,636.81,11.7
0.7,1.42,588.94,12.69
1.6,1.33,415.94,15.9
1.4,1.34,383.43,15.72
1.8,1.35,237.69,15.41
1.5,1.36,235.47,20.4
1.1,1.34,262.17,23.01
1.2,1.05,326.73,23
0,1.1,518.58,21.37
0.4,1.42,412.04,21.19
0.5,1.42,324.85,20.68
0.1,1.43,318.18,20.54
0.1,1.42,287.16,20.87
0,1.14,353.88,20.56
0,1.04,561.42,17.59
0,0.81,404.68,28.03
0,0.52,491.1,39.81
1.1,0.71,313.84,34.81
2.4,1.4,559.58,26.76
1.5,1.4,543.82,25.84
0.1,1.4,542.54,26.46
0.5,1.08,604.64,25.19
0.6,1.01,627.56,25.65
0.1,1.01,619.01,25.88
0.1,1.35,522.8,26.16
0.9,1.38,514.92,25.9
0.1,1.39,514.69,25.89
0,1.4,520.58,25.08
0,1.4,582.22,18.09
0,1.41,463.51,16.97
0,1.42,221.82,15.07
0,1.4,219.91,14.85
0,1.47,333.4,14.48
0,1.4,296.2,14.1
0,1.41,426.65,14.2
0,1.41,411.8,14.21
0,1.2,414.13,14.9
0,1,475.64,15.24
0,1.29,434.81,15.72
0,1.38,423.06,15.82
0,1.36,369.25,16
0,1.09,433.57,16.4
0,0.97,486.94,17.4
0.1,1.04,449.35,17.43
2.8,1.33,348.4,16.63
1,1.34,347.71,16.56
1.8,1.3,358.46,16.8
2.6,0.97,472.77,17.62
0.7,1.05,457.53,17.51
0.2,1.38,361.88,16.8
0.3,1.38,393.03,16.11
0.1,1.38,402.36,15.92
0,1.34,401.58,14.95
0,1.45,677.66,14.82
0,1.47,672.17,14.1
0,1.23,566.54,13.81
0,1.31,330.35,13.36
0,1.4,368.88,13.3
0,1.4,389.58,12.84
0,1.02,514.13,12.72
0,1,532.31,13.49
0,1.02,526.73,13.69
0,1.4,389.04,14.91
0,1.4,379.6,15.24
0,1.4,362.58,15.99
0,1.47,570.3,16.44
0,1.02,502.49,17.45
0,0.99,489.36,17.72
0,1.06,449.01,17.41
0,1.35,350.97,17.2
0,1.34,346.33,17.13
0,1.32,341.07,17.09
0,1.31,339.96,17.24
0,1.27,571.94,17.89
0,1.41,578.02,17.67
0,1.38,493.88,17.38
0,1.34,375.97,16.43
0,1.33,383.26,16.27
0,1.33,371.81,15.49
0,1.34,368.95,15.28
0,1.37,362.65,15.58
0,1.4,363.06,15.67
0,1.42,358.59,15.94
0,1.41,436.71,15.94
0,1.48,261.15,17.63
0,1.43,250.05,18.3
0,1.44,409.54,20.94
0,1.38,459.86,21.58
0,1.04,571.31,21.57
0,1.04,563.67,21.73
0,1.04,527.15,21.7
0,1.23,476.22,22.13
0,1.45,438.4,22.22
0,1.44,434.52,22.13
0,1.44,447.12,22.4
0,1.43,451.86,22.47
0,1.07,550.39,22.58
0,1.03,568.23,22.68
0,1.02,541.48,21.53
0,1.22,457.36,21.52
0,1.4,401.16,20.48
0,1.4,402.2,20.13
0,1.38,413.16,19.15
0,1.37,378.05,18.89
0,1.27,273.78,17.82
0,1.4,320.12,16.98
0,1.41,556.39,17.16
0,1.21,494.9,17.28
0,0.98,414,18.74
0,1.12,432.76,19.08
0,1.3,368.37,21.51
0,1.37,259.59,22.11
0,1.37,190.7,22.6
0,1.36,195.76,22.73
0,1.03,258.95,22.74
0,0.98,262.13,22.79
0,1.33,193.21,21.93
0,1.36,192.51,21.73
0,1.36,203.84,21.47
0,1.35,205.91,21.39
0,1.35,212.79,21.66
0,1.14,233.57,21.61
0,1.23,286.55,20.13
0,1.44,290.58,20.23
0,1.27,331.78,18.4
0,1.26,327.89,17.75
0,1.26,293.52,15.74
0,1.36,346.52,15.25
0,1.53,614.64,14.58
0,0.59,996.93,16.76
0,1.07,437.49,13.65
0,0.95,539.87,17.44
0,1.23,489.12,19.57
0.1,1.36,454.26,20.25
0,1.35,426.18,21.25
0,1.35,424.64,21.51
0,1.34,468.44,22.33
0,1.46,689.22,23.33
0,0.99,603.83,23.31
0,1.34,482.89,23.2
0,1.36,434.3,23.71
0,1.34,432.71,23.84
0,1.34,425.43,23.41
0,1.38,637.33,23.28
0,1.31,479.75,22.51
0,0.98,560.24,22.37
0,0.94,573.89,21.24
0,1.24,474.43,20.83
0,1.32,415.84,19.93
0,1.33,421.61,19.68
0,1.36,578.49,17.91
0,1.38,606.63,17.48
0,1.34,431.82,16.48
0,1.33,418.77,16.2
0,1.29,366.3,16.91
0,0.96,470.21,17.81
0,0.97,541.18,19.66
0,1.39,418.17,18.74
0,1.4,461.14,20.2
0,1.4,467.29,20.6
0,1.34,636.92,21.71
0,1.31,695.26,22.08
0,0.98,574.79,22.26
0,0.98,578.7,22.42
0,1.03,576.12,23.36
0,1.4,479.84,23.54
0,1.4,458.36,23.89
0,1.39,458.55,23.98
0,1.4,464.92,23.88
0,1.48,572.67,24
0,1.45,538.11,23.49
0,1.38,394.62,22.58
0,1.35,430.13,22.04
0,1.32,438.51,21.89
0,1.32,460.81,22.26
0,1.36,649.98,22.79
0,1.22,663.94,22.57
0,1.15,506.97,21.75
0,1.38,454.36,20.43
0,1.36,460.52,20.14
0,1.33,493.93,20.93
0,1.32,494.07,21.13
0,1.2,520.85,24.43
0,1.35,681.59,26.32
0,1.41,507.48,27.58
0,1.34,409.4,27.67
0,1.33,426.33,25.55
0,1.33,414.89,25.02
0,1.33,373.69,24.94
0,1.09,397.73,24.74
0,0.93,440.65,23.61
0,0.93,452.48,23.37
0,1.34,593.59,21.82
0,1.35,490.83,21.86
0,1.31,327.48,23.59
0,1.31,358.85,23.92
0,1.3,494.7,21.23
0,1.3,482.5,20.52
0,1.3,422.74,15.54
0,1.37,495.96,14.86
0,1.44,699.92,17.73
0,1.23,646.4,17.96
0,0.97,482.17,17.65
0,1.38,335.7,17.36
0,1.38,316.41,13.62
0,1.38,341.52,12.67
0,1.37,439.41,12.81
0,1.34,432.94,12.85
0,1.43,614.32,17.1
0,1.26,617.72,17.18
0,0.99,609.26,17.15
0,0.99,602.18,17.49
0,1.35,461.98,14.83
0,1.39,436.69,14.57
0,1.39,357.15,14.22
0,1.39,348.83,14.13
0,1.38,382.64,15.94
0,1.34,425.03,16.71
0,1.38,371.94,13.14
0,1.38,371.22,12.93
0,1.25,395.65,13.22
0,0.97,491.33,14.8
0,1.09,495.44,14.04
0,1.39,421.4,12.66
0,1.42,445.73,12.91
0,1.48,482.03,13.24
0,1.44,568.15,12.12
0,1.44,531.21,12.02
0,1.11,440.12,14.08
0,1,407,13.43
0,1.22,324.06,12.35
0,1.38,314.53,11.76
0,1.37,347.41,11.54
0,1.36,355.82,11.46
0,0.98,494.73,13.16
0,1.02,488.12,12.95
0,1.36,409.06,12.16
0,1.36,389.31,12.32
0,1.35,307.66,12.35
0.1,1.35,328.12,12.35
3,1.37,415.21,12.64
0,1.4,414.7,12.7
0,1.41,409.95,12.85
0,1.4,405.45,12.87
0,1.41,494.16,14.72
0.1,1.18,645.71,16.44
0,1.11,540.73,13.43
0,1.38,461.06,14.9
0.6,1.37,442.68,19.77
0.2,1.38,420.49,19.64
0,1.41,350.15,18.73
0,1.45,498.36,18.81
0,1.28,650.29,18.94
0,1.14,488.75,18.36
0,1.39,385.27,18.34
0,1.38,405.64,18.4
0,1.35,462.48,18.96
0,1.15,506.35,19.37
0,0.94,577.88,19.81
0.1,0.94,569.35,19.81
