RI,IFR,ICC,IANC
0,1.58,236.08,13.5
0,1.98,242.22,14.25
0.7,1.62,221.9,13.44
0,1.5,236.63,13.28
0,1.49,268.4,13.31
0,1.74,337.41,15.83
0,1.8,326.66,16.19
0,1.5,270.95,16.21
0,1.49,294.14,16.3
0,1.49,293.74,16.5
0,1.48,298.05,16.52
0.4,1.48,301.67,16.01
0.5,1.48,322.16,15.95
0.6,1.48,342.5,16.6
0.3,1.49,345.26,18.94
0.1,1.48,331.49,16.62
0.3,1.66,365.73,16.59
0,1.96,410.24,15.88
0,1.95,465.62,15.73
0,1.55,377.1,13.02
0,1.54,384.2,12.78
0,1.54,372.39,10.92
0,1.55,370.34,10.69
0,1.55,375.41,9.47
0,1.56,301.38,9.32
0,1.57,286.5,10.23
0,1.59,319.77,10.32
0,1.59,319.33,12.1
0.3,1.58,327.31,12.31
0.5,1.57,348.14,14.42
0.2,1.57,328.41,14.66
0,1.56,309.06,15.79
0.1,1.55,360.99,15.91
0.1,1.54,395.78,17.36
0.1,1.53,327.52,17.57
0.6,1.53,278.45,17.9
0.1,1.53,286.47,17.97
0,1.53,290.29,16.51
0,1.53,277.2,16.32
1.6,1.53,260.42,15.79
1.4,1.53,297.39,15.69
0.7,1.55,338.48,14.5
0.2,1.56,359.75,14.35
0.5,1.55,345.4,12.89
0.1,1.55,361.04,12.71
0,1.55,369.7,10.27
0,1.55,329.58,9.98
0,1.55,305.61,8.67
0,1.55,311.85,8.52
0.2,1.54,316.81,9.36
0,1.55,257.14,9.46
0,1.55,230.56,10.48
0.2,1.54,322.92,10.59
0,1.55,383.08,12.05
0.1,1.55,383.79,12.23
0.1,1.55,387.16,13.61
0,1.56,390.08,13.77
0.4,1.56,390.49,14.35
1.1,1.57,389.73,14.41
0.6,0.5,1000,14.7
1.1,0.51,1000,14.69
0.1,0.5,1000,14.44
0.1,0.49,1000,14.4
0,0.49,1000,14.09
0,0.48,1000,14.04
0,0.48,1000,13.8
0,0.48,1000,13.75
0,0.49,1000,14.08
0,0.5,817.1,14.13
0,0.5,556.49,12.09
0,0.5,1000,11.75
0,0.49,1000,10.43
0,0.49,1000,10.21
0,0.48,1000,10.43
0,0.48,1000,10.47
0,0.48,999.98,11.44
0,0.48,1000,11.61
0,0.48,1000,13.64
0,0.48,1000,13.98
0,0.48,1000,14.39
0,0.48,1000,14.46
0,0.48,1000,14.79
0,0.48,1000,14.85
0,0.48,1000,15.01
0,0.48,1000,15.03
0,0.47,1000,14.88
0,0.48,1000,14.86
0,0.48,1000,14.5
0.1,0.47,1000,14.44
1,0.48,1000,14.06
0.1,0.47,1000,14
0.1,0.48,907.47,12.71
0,0.48,618.39,12.5
0,0.48,596.67,13.05
0,0.49,753.79,13.15
0,0.49,923.64,12.56
0,0.5,781.53,12.47
0,0.5,627.9,13.18
0,0.5,546.8,13.3
0,0.5,459.12,14.5
0.1,0.5,411.41,14.7
0,0.49,359.85,15.69
0,0.49,463.46,15.85
0,0.49,571.77,16.69
0,0.49,588.61,16.83
0,0.48,606.22,17.43
0,0.48,572.97,17.54
0,0.48,537.03,18.67
0,0.48,538.35,18.86
0,0.48,539.73,19.27
0,0.48,549.98,19.34
0,0.48,560.7,18.5
0,0.48,542.71,18.36
0,0.48,523.27,17.13
0,0.48,540.3,16.92
0,0.48,558.12,15.79
0,0.49,700.37,15.6
0,0.49,854.13,14.87
0,0.49,925.45,14.75
0,0.49,1000,13.83
0,0.49,1000,13.67
0,0.49,1000,14.08
0,0.49,1000,14.15
0,0.48,1000,15.5
0,0.48,1000,15.73
0,0.48,1000,16.75
0,0.48,1000,16.92
0,0.48,1000,18.31
0,0.49,876.81,18.55
0,0.48,748.01,19.68
0,0.48,777.65,19.87
0,0.48,809.7,20.58
0,0.48,854.01,20.69
0,0.48,900.35,19.68
0,0.48,910.27,19.51
0,0.48,920.65,17.96
0,0.48,907.15,17.7
0,0.48,892.56,16.5
0,0.48,939.72,16.3
0,0.48,1000,15.75
0,0.48,938.64,15.66
0,0.48,870.06,15.39
0,0.49,931.42,15.34
0.5,0.49,1000,14.62
0,0.49,1000,14.49
0,0.49,1000,14.64
4,0.49,1000,14.66
6.3,0.51,1000,15.72
0,0.51,960.62,15.9
0,0.51,918.04,17.7
0,0.51,863.86,18.01
0,0.52,805.3,18.75
0,0.52,657.5,18.88
0,0.52,502.98,19.87
0,0.5,371.59,19.54
0.1,0.51,246.78,20.48
0,0.51,218.32,20.56
0,0.51,188.57,19.5
0,0.51,221.33,19.33
0,0.51,256.74,18.54
0,0.5,277.93,18.41
0,1.95,210.28,11.89
0,1.9,202.41,11.83
0,1.51,197.89,10.42
0,1.49,256.48,10.11
0,1.49,294.31,9.3
0,1.5,274.71,9.2
0,1.56,293.03,9.33
0,1.91,256.11,8.8
0,1.89,175.61,10.01
0,1.89,196.18,10.14
3.8,1.71,239.68,11.69
1.3,1.55,281.35,12.17
0,1.55,328.16,13.54
0,1.55,326.12,13.68
0,1.56,322.68,14.89
0.1,1.55,316.33,15.02
0,1.54,312.13,15.94
0,1.54,322.46,16.04
0,1.52,284.71,15.26
0,1.54,289.79,15.45
0,1.54,280.59,16.3
0,1.55,257.44,19.27
0,1.56,224.77,15.85
0,1.55,199.93,15.39
0,1.53,210.38,13.83
0,1.86,239.53,13.23
0,1.86,278.51,11.81
0,1.84,300.52,11.68
0,1.67,388.81,11.59
0,1.92,428.51,12.01
0,1.89,366.58,11.16
0.1,1.86,245.77,9.89
0,1.86,207.05,10.33
0,1.78,275.76,12.04
0,1.6,236.44,12.06
0,1.49,224.95,11.72
0,1.49,233.49,13.57
0,1.49,219.57,13.77
0,1.49,204.55,14.7
0,1.49,215.9,14.81
0,1.49,225.93,16.39
0,1.49,226.45,16.57
0,1.49,241.77,16.91
0,1.49,241.9,16.98
0.1,1.49,220.54,16.51
0.3,1.49,216.35,16.43
0.7,1.49,196.17,15.47
0.2,1.77,172.91,15.02
0.7,1.54,209.68,14.24
0.2,1.79,264.45,14.84
0,1.92,333.31,14.03
0,1.91,272.26,12.66
0,1.87,205.91,9.92
0,1.86,249.7,9.65
0,1.87,382.48,9.79
0,1.62,367.77,9.15
0,1.48,399.73,9.84
0,1.73,366.13,9.67
0,1.85,327.03,10.97
0,1.86,312.16,11.12
0,1.91,461.14,14.17
0.1,1.64,347.44,14.14
0,1.48,309.72,14.96
0,1.49,351.06,15.07
0,1.49,369.64,16.32
0,1.48,389.4,16.44
0,1.48,403.19,17.2
0,1.48,408.88,17.27
0,1.48,407.48,16.9
0.3,1.48,407.71,16.84
0,1.48,426.74,16.56
0,1.47,432.27,16.53
0,1.56,447.95,15.07
0,1.91,545.91,14.92
0,1.57,447.89,13.91
0,1.49,417.12,13.77
0,1.82,500.52,12.43
0,1.87,360.56,11.74
0,1.65,305.93,11.57
0,1.49,353.37,11.82
0,1.5,401.1,10.71
0,1.5,395.38,10.59
0,1.51,371.04,12.15
0,1.51,369.04,12.3
0,1.51,405.24,14.41
0,1.5,397.72,14.63
0,1.49,361.63,16.46
0,1.49,344.26,16.67
0,1.48,324.65,18.94
0.1,1.48,341.59,19.18
0.1,1.48,349.62,19.51
0.2,1.48,354.99,19.54
0.5,1.48,374.01,19.42
0.7,1.48,380.34,19.42
0.5,1.48,381.82,18.48
0.6,1.86,304.94,18.25
0.6,1.89,327.37,17.57
1.2,1.9,307.08,17.49
0.8,1.92,278.82,15.43
0.7,1.84,292.35,15.28
0.2,1.54,306.27,12.7
0.5,1.56,245.41,12.42
0.4,1.56,177.19,10.44
0,1.55,184.09,10.25
0,1.55,150.36,11.5
0.1,1.8,157.46,11.3
0.1,1.98,179.32,9.98
0.6,1.98,163.18,9.86
0.3,1.97,143.94,11.55
0,1.95,138.53,11.73
0,1.53,136.16,13.02
0,1.53,142.38,13.13
0,1.53,147.16,13.82
0,1.52,139.49,13.89
0,1.49,124.22,14.58
0,1.48,121.81,14.65
0,1.48,114.19,15.29
0,1.47,110.4,15.34
0,1.47,103.11,14.83
0,1.64,98.78,14.52
0,1.84,89.64,13.73
0,1.85,84.91,13.66
0,1.86,74.24,9.56
0,1.93,81.15,11.46
0,1.92,91.52,11.17
0,1.91,115.06,10.59
0.3,1.86,118.68,10.4
0,1.87,125.57,10.55
0.1,1.89,153.61,11.36
0,1.92,192.19,12.83
0,1.93,219.78,14.01
0,1.87,191.02,12.37
0.1,1.86,206.15,14.33
0,1.85,188.31,14.52
0,1.64,171.68,15.23
0,1.48,165.23,15.53
0,1.48,152.47,16.73
0,1.49,161.66,16.85
0,1.49,172.17,16.93
0,1.49,159.44,16.96
0,1.49,139.28,16.79
0,1.49,138.43,16.78
0,1.51,136.32,15.18
0,1.77,125.54,14.62
0,1.86,112.73,11.99
0,1.85,111.6,11.73
0,1.91,118.8,11.91
0,1.71,134.85,11.49
0,1.48,139.39,9.73
0,1.51,160.02,9.72
0,1.94,224.54,11.59
0,1.96,239.08,11.59
1.1,1.93,195.25,10.76
0,1.93,178.48,10.83
0,1.54,186.05,10.97
0.3,1.93,191.7,13.08
0,1.94,178.92,15.67
0,1.53,174.41,14.07
0,1.51,182.59,16.8
0,1.51,170.95,17.07
0.1,1.51,158.74,16.2
0,1.5,179.68,16.12
0,1.5,242.49,17.73
0,1.5,225.69,17.9
0,1.49,164.11,16.67
0,1.49,158,16.57
0,1.49,138.64,15.85
0,1.49,139.18,15.76
0,1.5,142.22,15.56
0,1.5,139.46,15.49
0,1.5,130.36,12.96
0.1,1.5,135.7,12.74
0,1.7,155.9,12.69
0,1.92,185.65,13.64
0,1.92,207.39,12.92
0,1.93,398.29,12.83
0,1.93,914.97,63.56
0,1.93,734.65,39.79
0,1.69,607.9,23.7
0,1.44,421.05,22.64
0,1.44,226.34,10.04
0,1.44,287.61,8.89
0,1.45,292.28,9.27
0,1.45,309.48,19.11
0,1.45,297.59,19.93
0,1.44,200.58,20
0,1.44,196.07,20.83
0,1.44,144.69,20.94
0,1.44,142.7,21.59
0,1.44,152.8,23.77
0,1.48,156.76,20.06
0,1.91,217.93,20.59
0,1.93,219.01,19.2
0,1.89,224.91,18.97
0,1.45,181.34,13.37
0,1.44,227.92,12.95
0,1.44,228.84,10.64
0,1.45,234.86,10.43
0,1.46,236.66,10.77
0,1.84,333.54,12.35
0,1.93,348.72,13.61
0,1.93,351.67,13.69
0,1.92,351.25,14.53
0,1.45,241.69,12.77
0,1.44,241.84,14.07
0,1.63,276.56,15.29
0,1.93,312.13,19.29
0,1.93,291.33,19.63
0,1.47,242.74,19.85
0,1.45,193.4,19.99
0,1.45,187.36,20.32
0,1.44,153.65,20.34
0,1.44,154.4,21.3
0,1.44,158.77,21.39
0,1.44,156.31,18.85
0,1.68,140.94,18.76
0,1.92,144.52,19.33
0,1.95,157.6,19.48
0,1.94,158.32,15.7
0,1.88,191.47,14.6
0,1.8,180.39,9.71
0,1.8,222.32,9.21
0,1.87,251.09,11.94
0,1.95,328.56,12.51
0,1.95,321.38,12.59
0,1.94,395.96,12.59
0,1.94,398.38,13.81
0,1.73,312.53,13.22
0,1.88,257.73,14.17
0,1.87,239.3,14.39
0,1.71,243.9,17.48
0,1.52,195.37,17.97
0,1.52,193.1,19.39
0,1.51,175.89,19.54
0,1.51,171.27,20.71
0,1.51,159.94,20.87
0,1.51,160.13,21.1
0,1.5,146.99,21.13
0,1.54,148.08,18.42
0,1.92,157.54,18.16
0,1.94,154.71,18.9
0,1.94,152.69,19.11
0,1.93,153.39,16.1
0,1.89,186.58,13.95
0,1.89,186.38,10.69
0,1.93,289.45,11.83
0,1.94,325.4,11.54
0,1.89,237.7,10.85
0,1.93,251.64,13.99
0,1.76,319.62,13.75
0,1.52,274.65,13.62
0,1.53,317.61,13.73
0,1.52,322.19,16.35
0,1.52,347.36,16.58
0,1.51,345.81,18.85
0,1.52,330.53,19.08
0,1.53,326.99,20.34
0,1.52,215.08,20.49
0,1.51,208.89,21.79
0,1.51,139.38,21.91
0,1.5,139.42,21.41
0,1.5,140.04,21.38
0,1.5,132.2,19.93
0,1.5,127.3,19.78
0,1.52,129.22,17.74
0,1.53,118.46,17.54
0,1.72,121.57,16.38
0,1.95,224.11,16.95
0,1.95,228.35,14.49
0,1.96,409.25,14.21
0,1.96,406.19,13.78
0,1.95,354.04,13.76
0,1.95,356.74,13.89
0,1.95,340.83,13.93
0,1.77,317.04,14.77
0,1.53,293.17,13.79
0,1.53,295.06,16.18
0.1,1.52,312.51,16.42
0,1.53,314.73,18.96
0,1.54,353.5,19.23
0,1.55,352.1,20.41
0,1.54,284.19,20.49
0,1.53,278.85,20.79
0,1.52,189.54,20.81
0,1.51,188.35,20.26
0,1.51,184.3,20.17
0,1.51,183.65,19.39
0,1.51,182.08,19.28
0,1.55,186.61,16.18
0,1.92,237.64,15.53
0,1.92,238.27,14.25
0,1.92,275.81,14.23
0,1.91,274.48,11.99
0,1.92,241.72,11.76
0,1.53,212.14,11.02
0,1.45,217.37,10.77
0,1.45,212.17,10.57
0,1.47,247.48,10.58
0,1.65,280.79,13.47
0,2.03,280.64,14.81
0,2.02,277.6,18.63
0,2.02,199.63,19.11
0,2.02,204.06,20.58
0,1.58,206.38,19.48
0,1.51,203.35,20.32
0,1.5,206.37,20.45
0,1.48,202.58,21.51
0,1.46,208.01,21.63
0,1.45,204.42,20.54
0,1.44,209.89,20.34
0,1.44,207.31,20.32
0,1.59,234.33,20.75
0,1.91,266.81,21.34
0,1.93,281.97,21.44
0,1.93,282.02,18.66
0,1.93,285.92,18.39
0,1.75,265.69,14.94
0,1.58,245.65,13.72
0,1.93,293.54,15.37
0,1.93,279.44,15.34
0,1.92,279.32,15.83
0,1.92,293.28,15.9
0,1.77,277.89,16.19
0,1.66,282.09,15.75
0,1.93,322.07,19.87
0,1.94,338.12,20.19
0,1.93,333.84,21.97
0,1.88,252.46,22.01
0,1.45,210.5,21.34
0,1.45,163.27,21.48
0,1.45,159.71,22.32
0,1.44,152.92,22.4
0,1.44,152.92,20.53
0,1.44,163.74,20.22
0,1.43,158.99,21.87
0,1.81,162.69,23.8
0,1.92,169.5,19.22
0,1.95,206.19,18.54
0,1.97,200.65,16.58
0,1.94,252.35,16.45
0,1.94,254.01,14.36
0,1.95,305.2,14.19
0,1.94,308.35,13.73
0,1.94,319.15,13.7
0,1.57,264.64,11.66
0,1.53,262.93,11.41
0,1.96,322.21,15.5
0,1.96,321.82,15.66
0,1.96,318.72,16.16
0,1.81,240.67,15.82
0,1.51,218.52,18.61
0,1.51,201.51,19.05
0,1.51,195.82,20.88
0,1.51,169,21.08
0,1.5,166.28,21.85
0,1.5,160.94,21.93
0,1.5,155.46,22.51
0,1.5,142.18,24.62
0,1.5,137.03,22.14
0,1.5,110.56,21.83
0,1.51,114.98,20.81
0,1.53,127.6,20.69
0,1.53,133.94,16.72
0.2,1.53,230.33,16.22
1.1,1.53,247.77,14.91
0.4,1.54,391.81,14.86
0,1.8,444.11,14.62
0.1,1.99,449.75,15.12
0,1.73,500.29,15.74
0,1.56,510.38,16.35
0,1.57,505.59,18.13
0,1.58,366.13,17.81
0,1.52,271.71,16.93
0,1.51,253.18,17.06
0,1.51,256.43,19.2
0,1.52,389.81,19.43
0,1.51,384.02,19.46
0,1.51,238.7,19.44
0,1.51,235.33,20.35
0,1.51,226.59,20.49
0,1.51,219.68,20.22
0,1.5,182.49,20.15
0,1.66,205.13,19.78
0,1.95,239,20.16
0,1.98,242.43,16.35
0,1.98,247.92,15.83
0,1.97,245.82,15.45
0,1.96,214.22,15.56
0,1.96,217.47,13.01
0,1.96,290.45,12.77
0,1.96,288.08,12.63
0,1.98,295.81,12.66
0,1.97,300.42,14.07
0,1.96,326.39,14.2
0,1.91,339.02,15.4
0,1.51,292.78,13.86
0,1.76,350.56,16.87
0,1.96,463.28,17.52
0,1.96,465.2,19.79
0,1.83,488.67,19.71
0,1.51,397.36,19.58
0,1.51,307.9,19.64
0,1.51,311.98,20.14
0,1.5,431.49,20.19
0,1.5,420.82,20.46
0,1.5,392.26,20.45
0,1.5,390.88,19.66
0,1.64,440.5,19.79
0,1.97,526.98,17.94
0,1.94,487.77,17.27
0,2.04,296.7,14.23
0,1.89,143.34,13.36
0,1.87,149.08,10.52
0,1.87,158.93,10.39
0,1.89,149.5,10.5
0,1.59,217.02,13.7
0,1.95,178.87,13.95
0,1.96,126.27,13.99
0,1.96,180.76,14.51
0,1.91,256,13.36
0,1.88,208.25,14.72
0,1.79,221.47,15.39
0,1.95,279.17,19.43
0,1.91,273.46,19.64
0,1.49,239.73,20.11
0,1.49,264.21,20.24
0,1.48,243.49,20.9
0,1.48,201.64,21
0,1.48,205.53,19.19
0,1.48,214,18.89
0,1.91,254.05,21.31
0,1.94,274.02,21.75
0,1.98,271.47,20.64
0,1.96,260.92,20.51
0,1.49,189.83,14.64
0,1.51,164.05,14.73
0,1.51,196.77,12.14
0,1.95,345.28,13.8
0,1.96,408.4,13.53
0,1.96,534.84,13.46
0,1.95,476.35,14.45
0,1.88,266.17,12.14
0,1.81,254.74,13.26
0,1.5,242.49,14.01
0,1.88,255.38,18.12
0,1.96,174.1,18.62
0,1.96,290.4,20.32
0,1.97,536.1,20.46
0,1.54,341.39,20.35
0,1.52,188.82,20.39
0,1.51,186.65,18.97
0,1.51,177.71,18.74
0,1.5,182.68,20.94
0,1.5,191.99,21.23
0,1.5,207.13,21.05
0,1.88,287.28,22.11
0,1.95,290.89,21.47
0,1.96,284.96,21.39
0,1.96,278.66,18.55
0,1.81,252.76,17.84
0,1.57,214.12,12.48
0,2.34,233.51,13.4
0,2.34,262.13,13.42
0,2.15,317.45,13.36
0,1.51,225.4,11.23
0,1.52,129.43,11.06
0,1.53,201.9,12.98
0,1.53,357.21,13.2
0,1.52,339.99,15.14
0,1.86,372.05,16.47
0,1.96,362.7,19.31
0,1.96,315.4,19.59
0,1.63,248.66,20
0,1.5,180.4,19.64
0,1.5,175.63,20.68
0,1.5,162.9,20.8
0,1.5,183.73,20.93
0,1.5,227.25,20.91
0,1.66,245.16,21.91
0,1.94,268.43,22.55
0,1.94,265.34,21.3
0,1.95,259.52,21.18
0,1.96,290.9,17.73
0,1.7,312.57,16.67
0,1.51,278.42,12.26
0,1.51,289.91,11.95
0,1.8,390.66,12.87
0,1.96,521.06,13.35
0,1.97,510.72,14.33
0,1.97,488.2,14.44
0,1.87,419.56,15.71
0,1.55,277.43,14.01
0,1.56,281.03,17.13
0,1.96,350.06,19.24
0,2,332.46,20.84
0,1.99,284.32,20.91
0,1.54,233.6,20.88
0,1.52,216.73,21
0,1.51,233.64,21.34
0,1.51,265.87,21.38
0,1.5,280.8,21.4
0,1.5,311.75,21.39
0,1.5,308.77,20.98
0,1.67,342.62,21.62
0,1.95,394.16,21.16
0,1.98,400.62,21.07
0,1.98,393.73,17.25
0,1.91,300.15,15.18
0,1.88,231.61,10.96
0,1.88,220.47,10.69
0,1.91,188.27,8.98
0,1.91,130.58,9.59
0,1.95,140.31,14.2
0,1.94,151.1,14.68
0,1.94,235.91,15.64
0,1.83,398.23,15.35
0,1.44,316.11,15.18
0,1.44,319.31,15.29
0,1.9,400.62,21
0,1.74,376.54,20.95
0,1.45,292.64,21.45
0,1.44,242.38,21.59
0,1.43,267.27,21.28
0,1.42,316.88,21.23
0,1.42,335.34,21.98
0,1.81,492.39,25.59
0,1.9,504.17,22.12
0,1.91,480.71,21.68
0,1.98,398.73,20.04
0,1.92,213.58,18.84
0.1,1.89,181.75,16.59
0,1.89,119.31,16.89
0,1.91,243.59,15.85
0,1.91,489.27,15.63
0,1.68,367.77,12.81
0,1.86,288.2,11.88
0.1,1.83,285.73,12.92
0,1.48,312.39,13.44
0,1.59,284.95,15.31
0,1.89,179.59,16.33
0,1.91,305.37,17.54
0,1.88,415.54,16.21
0,1.85,356.23,17.52
0,1.49,266.61,18
0,1.49,235.9,19.28
0,1.49,175.53,19.41
0,1.48,221.92,20.64
0,1.48,317.42,20.76
0,1.48,317.84,20.15
0,1.48,317.9,20.1
0,1.48,311.52,20.22
0,1.79,358.21,20.67
0,1.91,367.81,19.88
0,1.92,349.65,19.77
0,1.51,254.11,16.62
0,1.42,191.72,16.2
0,1.42,204.43,13.18
0,1.43,231.14,12.97
0,1.7,341.19,13.07
0,1.9,530.2,13.5
0,1.9,529.38,13.98
0,1.9,529.23,14.02
0,1.64,411.33,14.16
0,1.43,281.1,13.31
0,1.43,270.55,15.62
0,1.43,249.52,15.82
0,1.43,273.52,17.68
0,1.43,327.5,17.85
0,1.44,300.37,19.8
0,1.43,241.9,19.97
0,1.42,239.87,21.08
0,1.42,235.62,21.18
0,1.42,260.25,20.92
0,1.6,360.98,21.33
0,1.88,403.04,21.91
0,1.88,369.48,21.89
0,1.62,300.48,19.63
0,1.45,224.8,19.22
0,1.45,210.52,18.21
0,1.73,161.45,17.92
0,1.84,173.4,14.64
0,1.81,237.32,14.93
0,1.92,262.43,14.82
0,1.93,135.19,14.62
0,1.55,135.9,12.98
0,1.42,169.71,13.06
0,1.43,175.86,13.88
0,1.43,193.05,14.05
0,1.43,219.26,16.48
0,1.43,274.65,16.71
0,1.44,270.1,17.08
0,1.44,262.21,17.02
0,1.46,266.31,20.12
0,1.45,273.91,20.5
0,1.43,268.23,20.65
0,1.42,255.15,20.56
0,1.42,261.94,21.75
0,1.42,277.48,21.88
0,1.42,254.34,21.47
0,1.86,288.58,22.1
0,1.9,286.29,21.41
0,1.56,237.95,20.71
0,1.44,208.33,18.14
0,1.76,217.21,18.55
0,1.85,310.56,15.51
0,1.45,361.88,13.93
0,1.47,341.01,13.26
0,1.48,287.08,13.19
0,1.48,316.22,13.39
0,1.47,390.72,13.41
0,1.47,354.23,14.04
0,1.48,280.71,14.18
0,1.83,367.22,17.11
0,1.97,449.12,17.83
0,1.5,302.74,18.87
0,1.47,191.71,19.3
0,1.48,217.37,20.44
0,1.48,267.74,20.67
0,1.47,233.41,22.27
0,1.46,155.35,22.61
0,1.44,184.07,22.92
0,1.43,243.82,22.95
0,1.43,258.73,22.56
0,1.55,320.4,22.87
0,1.9,359.85,22.36
0,1.84,282.08,21.97
0,1.48,228.34,18.52
0,1.48,228.41,17.96
0,1.48,281.02,14.73
0,1.93,538.25,15.66
0,1.96,545.32,14.38
0,1.79,502.31,13.7
0,1.49,376.7,13.56
0,1.5,331.72,13.76
0,1.51,360.63,14.42
0,1.53,427.06,14.58
0,1.95,551.4,17.59
0,1.92,550.94,17.88
0,1.53,412.85,17.78
0,1.54,379.63,18.07
0,1.54,373.33,19.64
0,1.53,363.27,20
0,1.52,345.45,20.6
0,1.51,298.18,20.72
0,1.5,316.74,20.2
0,1.5,349.72,20.11
0,1.5,365.9,20.06
0,1.62,542.29,20.78
0,1.52,591.13,19.92
0,1.06,423.33,19.3
0,1.07,404.3,17.13
0,1.08,363.72,16.66
0,1.09,368.93,13.2
0,1.1,394.88,12.44
0,1.39,497.65,11.13
0,1.62,656.38,11
0,1.46,538.06,11.18
0,1.53,386.7,10.66
0,1.52,363.57,12.25
0,1.51,328.83,12.58
0,1.52,334.28,14.86
0,1.53,358.69,15.36
0,1.53,359.91,15.74
0,1.52,355.4,15.91
0,1.51,324.15,19.05
0,1.5,259.51,19.61
0,1.49,235.81,20.54
0,1.49,175.8,20.76
0,1.48,200.48,20.83
0,1.47,250.16,20.86
0,1.47,271,21.23
0,1.89,408.82,22.13
0,1.97,409.09,22.59
0,1.52,299.73,21.54
0,1.45,266.74,20.04
0,1.44,226.1,19.76
0,1.44,229.81,16.56
0,1.43,235.43,15.77
0,1.44,275.92,14.26
0,1.84,494.32,15.58
0,1.55,411.93,14.53
0,1.48,403.86,14.26
0,1.49,377.1,13.93
0,1.5,335.33,13.74
0,1.78,389.82,18.47
0,1.77,372.2,19.16
0,1.51,309.32,17.78
0,1.52,280.3,17.9
0,1.52,268.46,19.82
0,1.51,242.45,20.15
0,1.49,234.26,21.22
0,1.5,235.1,21.84
0,1.51,233.83,22.35
0,1.5,227.35,25.03
0,1.49,219.47,23
0,1.49,198.57,22.62
0,1.49,203.04,19.94
0,1.81,250.65,19.4
0,1.73,231.02,19.09
0,1.5,186.49,18.67
0,1.77,225.96,16.49
0,1.65,253,15.46
0,1.51,282.73,15.28
0,1.42,388.51,15.55
0,1.51,374.68,17.27
0,1.76,327.27,19.28
0,1.73,333.93,20.66
0,1.52,335.72,20.66
0,1.53,316.6,21.14
0,1.52,276.47,21.28
0,1.51,275.74,22.22
0,1.51,283.62,22.47
0,1.51,278.87,23.44
0,1.51,271.31,23.69
0,1.5,268.28,24.19
0,1.5,246.93,24.32
0,1.49,259.87,23.74
0,1.49,291.42,23.59
0,1.49,295.87,22.77
0,1.49,298.55,22.54
0,1.51,283.4,20.18
0,1.9,285.36,20.53
0,1.96,299.47,19.66
0,1.56,254.82,18.47
0,1.5,245.52,17.42
0,1.5,246.09,17.18
0,1.92,346.32,17.32
0,1.55,346.45,16.4
0,1.51,323.61,17.39
0,1.5,302.68,17.72
0,1.51,302.68,19.04
0,1.52,306.59,19.42
0,1.52,302.9,20.65
0,1.52,299.1,21
0,1.52,311.32,22.53
0,1.52,343.49,22.97
0,1.52,336.61,21.51
0,1.51,319.68,21.14
0,1.5,313.79,21.95
0,1.49,290.46,22.13
0,1.49,284.26,22.54
0,1.49,264.59,22.65
0,1.49,262.98,21.67
0,1.49,253.04,21.4
0,1.5,250.39,19.89
0,1.97,308.43,20.61
0,1.55,239.24,17.31
0,1.53,219.01,16.6
0,1.52,208.12,15.41
0,1.52,181.44,15.06
0,1.53,199.09,15.17
0,1.55,247.4,15.21
0,1.55,246.96,17.31
0,1.52,248.54,17.91
0,1.51,220.34,19.07
0,1.5,160.98,19.39
0,1.5,170.02,21.61
0,1.5,198.13,22.24
0,1.5,200.99,22.83
0,1.5,208.07,22.98
0,1.5,224.01,23.2
0,1.49,311.6,23.25
0,1.49,293.35,23.67
0,1.49,199.55,23.78
0,1.49,197.76,23.54
0,1.49,193.21,23.47
0,1.49,184.17,22.24
0,1.49,171.35,21.89
0,1.49,168.25,20.08
0,1.5,161.61,19.58
0,1.5,167.23,18.17
0,1.5,182.64,17.77
0,1.5,182.2,17.08
0,1.51,177.36,16.9
0,1.52,176.61,16.65
0,1.54,190.12,16.59
0,1.56,238.03,18.02
0,1.56,495.01,18.42
0,1.55,406.45,21.95
0,1.62,317.87,22.89
0,1.54,356.41,23.42
0,1.52,336.91,23.61
0,1.52,374.49,23.39
0,1.2,478,23.58
0,1.13,479.95,23.89
0,1.12,479.23,23.94
0,1.12,459.07,23.99
0,1.12,408.74,24
0,1.11,399.42,22.66
0,1.11,346.59,22.29
0,1.11,337.54,21.53
0,1.32,282.14,21.15
0,1.51,274.52,19.7
0,1.51,278.32,19.33
0,1.51,272.84,18.28
0,1.28,280.59,18.29
0,1.13,366.93,18.47
0,1.15,700.57,18.41
0,1.16,718.05,17.85
0,1.16,687.66,17.7
0,1.16,636.04,17.45
0,1.22,462.14,17.38
0,1.58,425.51,18.46
0,1.57,363.68,18.8
0,1.56,340.9,20.76
0,1.57,298.63,21.29
0,1.58,273.91,22.66
0,1.59,202.41,23.03
0,1.59,211.26,21.99
0,1.58,243.87,21.7
0,1.57,244.88,21.2
0,1.55,242.03,21.07
0,1.53,235.87,22.31
0,1.51,216.49,22.65
0,1.51,242.66,22.29
0,1.5,306.39,22.17
0,1.11,333.45,21.92
0,1.43,328.74,22.76
0,1.58,364.45,22.24
0,1.51,341.74,20.42
0,1.56,272.55,18.18
0,1.57,238.97,17.92
0,1.57,244,17.4
0,1.57,257.41,17.27
0,1.56,274.05,17.84
0,1.57,328.6,18
0,1.57,293.98,19.62
0,1.63,223.99,20.36
0,1.66,267.58,23.35
0,1.4,314.8,23.57
0,1.16,315.28,24.09
0,1.17,374.95,24.37
